Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Drew Carlton,Tigers,0,0,4.67,0,1,0,1,1,1,0,1,0,1.41,7.46,3.32,4.63,0,0,999,sa915572
David Peterson,Mets,0,0,4.43,0,0,0,1,1,0,0,1,0,1.51,6.14,3.91,4.64,0,0,999,sa829588
Edgar Garcia,Phillies,0,1,4.5,0,10,0,10,9,5,2,10,5,1.39,8.95,4.06,4.64,0,0,999,sa830494
Jackson Zarubin,Angels,0,0,4.41,0,1,0,1,1,0,0,1,0,1.41,7.27,3.72,4.64,0,0,999,sa920248
Kyle Drabek,Diamondbacks,0,0,4.68,0,1,0,1,1,1,0,1,0,1.53,6.93,4.17,4.64,0,0,999,4359
Drew Muren,,0,0,4.51,0,1,0,1,1,1,0,1,1,1.46,8.84,4.71,4.64,0,0,999,sa545091
Jose Valverde,,0,0,4.67,0,1,0,1,1,1,0,1,0,1.37,7.97,3.35,4.64,0,0,999,1726
Joe Blanton,,0,0,4.67,0,1,0,1,1,1,0,1,0,1.37,7.75,3.15,4.64,0,0,999,4849
D.J. Snelten,Orioles,0,0,4.41,0,1,0,1,1,0,0,1,0,1.53,6.92,4.28,4.64,0,0,999,15949
Justin De Fratus,Dodgers,0,0,4.45,0,1,0,1,1,0,0,1,0,1.29,6.43,2.18,4.64,0,-0.1,999,4955
Jonathan Papelbon,,0,0,4.63,0,1,0,1,1,1,0,1,0,1.38,7.42,3.19,4.64,0,0,999,5975
Jeanmar Gomez,Rangers,0,1,4.62,0,10,0,10,11,5,1,8,4,1.44,6.96,3.46,4.64,0,0,999,9033
Juan Grullon,,0,0,4.45,0,1,0,1,1,0,0,1,0,1.44,8.32,4.22,4.64,0,0,999,sa503590
Bradin Hagens,,0,0,4.6,0,1,0,1,1,1,0,1,0,1.44,7.23,3.61,4.64,0,0,999,7422
Alberto Baldonado,Cubs,0,0,4.34,0,1,0,1,1,0,0,1,1,1.5,8.83,5.18,4.64,0,0,999,sa550649
Michael Kopech,White Sox,0,0,4.54,0,0,0,1,1,1,0,1,1,1.4,10.12,4.68,4.64,0,0,592.4,17282
Carlos Gonzalez,,0,0,4.54,0,1,0,1,1,1,0,1,0,1.44,7.76,4.03,4.64,0,0,999,sa599217
Luis Mateo,,0,0,4.59,0,1,0,1,1,1,0,1,0,1.45,7.47,3.86,4.64,0,0,999,sa597557
Alfred Gutierrez,Giants,0,0,4.49,0,0,0,1,1,0,0,1,0,1.37,7.15,3.43,4.64,0,0,999,sa656043
Tyler Mapes,Nationals,0,0,4.65,0,0,0,1,1,1,0,1,0,1.44,6.08,3.04,4.65,0,0,999,sa603121
Ian Anderson,Braves,0,0,4.62,2,0,0,1,1,1,0,1,1,1.48,8.34,4.56,4.65,0,0,999,sa917921
Tyler Barnette,,0,0,4.55,0,1,0,1,1,1,0,1,0,1.49,7.18,4.12,4.65,0,0,999,sa548463
Chris Leroux,,0,0,4.58,0,1,0,1,1,1,0,1,0,1.41,6.87,3.25,4.65,0,0,999,7645
Jordan Pries,Cubs,0,0,4.63,0,0,0,1,1,1,0,1,0,1.39,7.44,3.31,4.65,0,0,999,sa577935
Evan Grills,Rockies,0,0,4.75,0,0,0,1,1,1,0,1,0,1.39,6.94,2.66,4.65,0,0,999,sa548475
Tsuyoshi Wada,,0,0,4.61,0,0,0,1,1,1,0,1,0,1.34,7.66,2.68,4.65,0,0,999,13046
Christopher Rearick,,0,0,4.52,0,1,0,1,1,1,0,1,0,1.44,7.61,3.83,4.65,0,0,999,11050
Tony Gonsolin,Dodgers,0,0,4.52,0,0,0,1,1,1,0,1,0,1.36,8.01,3.41,4.65,0,0,999,sa918175
Mike Fiers,Athletics,5,4,4.7,26,0,0,1,1,1,0,1,0,1.33,7.36,2.65,4.65,0,0,351,7754
Kraig Sitton,,0,0,4.51,0,1,0,1,1,1,0,1,0,1.39,7.11,3.17,4.65,0,0,999,sa501975
Zach Pop,Orioles,0,0,4.55,0,1,0,1,1,1,0,1,0,1.47,7.66,4.1,4.65,0,0,999,sa829370
Eric Stout,Padres,0,0,4.44,0,1,0,1,1,0,0,1,0,1.4,7.56,3.61,4.65,0,-0.1,999,16873
Nolan Riggs,Giants,0,0,4.44,0,1,0,1,1,0,0,1,1,1.48,7.77,4.67,4.65,0,-0.1,999,sa840024
Corey Black,Cubs,0,0,4.51,0,1,0,1,1,1,0,1,1,1.48,8.56,4.81,4.65,0,0,999,sa658004
Jacob Bodner,Royals,0,0,4.55,0,1,0,1,1,1,0,1,0,1.44,7.77,4.09,4.65,0,0,999,sa875866
Angel Nesbitt,,0,0,4.58,0,1,0,1,1,1,0,1,0,1.45,7.64,3.93,4.65,0,0,999,13415
Andrew Bellatti,,0,0,4.61,0,1,0,1,1,1,0,1,0,1.45,8.37,4.19,4.65,0,0,999,10657
Paco Rodriguez,Padres,0,0,4.4,0,1,0,1,1,0,0,1,1,1.51,7.3,4.51,4.65,0,-0.1,999,13398
Kyle Haynes,,0,0,4.65,0,0,0,1,1,1,0,1,0,1.46,7.14,3.72,4.65,0,0,999,sa658506
Chien-Ming Wang,,0,0,4.65,0,1,0,1,1,1,0,1,0,1.45,6.66,3.36,4.65,0,0,999,2074
Logan Webb,Giants,0,0,4.5,2,0,0,1,1,1,0,1,0,1.48,7.12,4.39,4.65,0,0,999,sa828873
Stephen Kohlscheen,,0,0,4.62,0,1,0,1,1,1,0,1,0,1.39,8.47,3.74,4.66,0,0,999,sa502700
Brooks Pounders,Indians,0,0,4.55,0,1,0,1,1,1,0,1,0,1.34,8.54,3.4,4.66,0,0,999,10387
Austin Hamilton,Dodgers,0,0,4.43,0,1,0,1,1,0,0,1,0,1.4,7.22,3.49,4.66,0,-0.1,999,sa3004717
Taylor Jordan,,0,0,4.66,0,1,0,1,1,1,0,1,0,1.43,6.9,3.36,4.66,0,0,999,10466
Ryan Hartman,Astros,0,0,4.55,0,0,0,1,1,1,0,1,0,1.35,7.66,3.08,4.66,0,0,999,sa918166
Eric O'Flaherty,,0,0,4.5,0,1,0,1,1,1,0,1,0,1.48,6.89,3.94,4.66,0,0,999,5746
Josh Zeid,,0,0,4.58,0,1,0,1,1,1,0,1,0,1.42,8.27,3.94,4.66,0,0,999,6527
Sam Howard,Rockies,0,0,4.65,0,1,0,1,1,1,0,1,0,1.39,8.01,3.3,4.66,0,0,999,16265
T.J. House,,0,0,4.47,0,1,0,1,1,0,0,1,0,1.49,6.92,4.07,4.66,0,0,999,9121
Dario Agrazal,Pirates,0,0,4.81,0,0,0,1,1,1,0,1,0,1.41,5.6,2.3,4.66,0,0,999,sa737059
Kyle Lloyd,Padres,0,0,4.63,0,0,0,1,1,1,0,1,0,1.42,7.27,3.54,4.66,0,0,999,15378
Jharel Cotton,Athletics,2,2,4.62,11,0,0,1,1,1,0,1,0,1.34,7.86,3.17,4.66,0,0,600.2,13654
Calvin Drummond,,0,0,4.63,0,0,0,1,1,1,0,1,0,1.43,7.49,3.69,4.66,0,0,999,sa580426
Brandon Bielak,Astros,0,0,4.69,0,0,0,1,1,1,0,1,0,1.4,7.94,3.56,4.66,0,0,999,sa915815
Raul Valdes,Astros,0,0,4.53,0,1,0,1,1,1,0,1,0,1.37,7.29,3.04,4.66,0,0,999,1953
Malcom Culver,,0,0,4.56,0,1,0,1,1,1,0,1,0,1.44,7.97,4.06,4.66,0,0,999,sa454968
Casey Bloomquist,Cubs,0,0,4.61,0,1,0,1,1,1,0,1,0,1.44,6.43,3.31,4.66,0,0,999,sa875732
Anthony Varvaro,Red Sox,0,0,4.66,0,1,0,1,1,1,0,1,0,1.46,7.48,4,4.66,0,0,999,2385
Corbin Martin,Astros,0,0,4.69,0,0,0,1,1,1,0,1,0,1.4,7.51,3.36,4.66,0,0,999,sa915704
Jarret Martin,,0,0,4.31,0,1,0,1,1,0,0,1,1,1.55,8.64,5.63,4.66,0,0,999,sa455420
Logan Kensing,,0,0,4.58,0,1,0,1,1,1,0,1,0,1.46,7.06,3.79,4.67,0,0,999,6166
Phil Hughes,,0,0,4.73,0,1,0,1,1,1,0,1,0,1.31,7.1,2.16,4.67,0,0,999,7450
Reilly Hovis,Marlins,0,0,4.52,0,1,0,1,1,1,0,1,0,1.45,8.16,4.4,4.67,0,-0.1,999,sa857700
Chad Rogers,,0,0,4.65,0,1,0,1,1,1,0,1,0,1.42,8.03,3.79,4.67,0,0,999,sa549784
Vladimir Gutierrez,Reds,0,0,4.67,0,0,0,1,1,1,0,1,0,1.34,7.77,2.89,4.67,0,0,999,sa952977
Phillips Valdez,Athletics,0,0,4.65,0,0,0,1,1,1,0,1,0,1.47,6.21,3.6,4.67,0,0,999,sa506127
Parker Markel,Mariners,0,0,4.57,0,1,0,1,1,1,0,1,0,1.44,7.52,3.79,4.67,0,-0.1,999,sa502751
Andres Avila,Athletics,0,0,4.57,0,1,0,1,1,1,0,1,0,1.4,7.67,3.7,4.67,0,0,999,sa541874
Adam Plutko,Indians,1,1,4.47,0,30,0,30,29,15,6,28,9,1.25,8.34,2.56,4.67,0,0.1,999,15846
Corey Oswalt,Mets,1,1,4.63,3,0,0,1,1,1,0,1,0,1.4,7.13,3.29,4.67,0,0,999,13677
Chris Reed,,0,0,4.49,0,1,0,1,1,0,0,1,0,1.43,7.45,3.78,4.67,0,0,999,12801
Daniel Webb,,0,0,4.6,0,1,0,1,1,1,0,1,0,1.49,7.19,4.12,4.67,0,0,999,10558
Chris Beck,Cardinals,0,0,4.58,0,1,0,1,1,1,0,1,0,1.49,7.53,4.26,4.67,0,-0.1,999,13418
Jake Kalish,Royals,0,0,4.56,0,0,0,1,1,1,0,1,0,1.33,6.69,2.57,4.67,0,0,999,sa709032
Joe Pistorese,,0,0,4.49,0,1,0,1,1,0,0,1,0,1.44,8.18,4.17,4.67,0,0,999,sa602696
Jaron Long,Diamondbacks,0,0,4.82,0,0,0,1,1,1,0,1,0,1.41,5.81,2.56,4.67,0,0,999,sa706969
Brett Oberholtzer,,0,0,4.55,0,1,0,1,1,1,0,1,0,1.4,6.66,3.01,4.67,0,0,999,3855
Kyle McGrath,Padres,0,0,4.41,0,1,0,1,1,0,0,1,0,1.37,7.85,3.56,4.67,0,-0.1,999,16793
Zach Thornton,,0,0,4.65,0,1,0,1,1,1,0,1,0,1.44,7.36,3.65,4.67,0,0,999,sa549662
Jordan Jankowski,,0,0,4.57,0,1,0,1,1,1,0,1,1,1.46,9.07,4.78,4.67,0,0,999,13313
Junior Lopez,,0,0,4.63,0,1,0,1,1,1,0,1,0,1.46,7.49,3.98,4.67,0,0,999,sa830366
Jarrett Grube,,0,0,4.57,0,1,0,1,1,1,0,1,0,1.35,7.59,3.07,4.67,0,0,999,7553
John Werner,,0,0,4.64,0,1,0,1,1,1,0,1,0,1.44,8.42,4.13,4.67,0,0,999,sa876078
Dario Alvarez,Twins,0,0,4.49,0,1,0,1,1,0,0,1,0,1.42,8.87,4.32,4.67,0,0,999,14239
Jhoulys Chacin,Brewers,6,5,4.71,32,0,0,1,1,1,0,1,0,1.43,7.49,3.43,4.67,0,0,285,2608
Ivan Hernandez,,0,0,4.6,0,1,0,1,1,1,0,1,0,1.48,6.84,3.83,4.67,0,0,999,sa550634
Ryan Horstman,,0,0,4.42,0,1,0,1,1,0,0,1,1,1.5,9.02,5.24,4.68,0,0,999,sa737780
Cody Martin,,0,0,4.6,0,1,0,1,1,1,0,1,0,1.37,7.96,3.31,4.68,0,0,999,12182
Felix Doubront,,0,0,4.61,0,0,0,1,1,1,0,1,0,1.41,7.59,3.6,4.68,0,0,999,1478
Jorge Rondon,,0,0,4.6,0,1,0,1,1,1,0,1,0,1.45,7.97,4.14,4.68,0,0,999,5791
Brandon Barker,Marlins,0,0,4.6,0,1,0,1,1,1,0,1,0,1.43,7.19,3.7,4.68,0,-0.1,999,sa829237
Brady Bowen,,0,0,4.5,0,1,0,1,1,1,0,1,0,1.45,7.42,3.88,4.68,0,0,999,sa880382
Travis Ballew,,0,0,4.56,0,1,0,1,1,1,0,1,1,1.51,7.8,4.63,4.68,0,0,999,sa658550
Andre Rienzo,Marlins,0,0,4.57,0,1,0,1,1,1,0,1,1,1.51,7.66,4.67,4.68,0,-0.1,999,3507
Caleb Simpson,Giants,0,0,4.37,0,1,0,1,1,0,0,1,1,1.57,9.08,6.14,4.68,0,-0.1,999,sa738717
Luis Cessa,Yankees,2,2,4.61,5,20,0,41,42,21,7,36,14,1.36,7.91,3.11,4.68,0.3,0.2,999,13345
Sean Reid-Foley,Blue Jays,3,3,4.71,18,0,0,1,1,1,0,1,0,1.41,8.69,4.05,4.68,0,0,594.3,17034
Joe Nathan,,0,0,4.67,0,1,0,1,1,1,0,1,0,1.41,8,3.67,4.68,0,0,999,1122
Jose Rosario,,0,0,4.6,0,1,0,1,1,1,0,1,0,1.47,7.69,4.19,4.68,0,0,999,sa506730
Troy Neiman,,0,0,4.58,0,1,0,1,1,1,0,1,0,1.42,8.1,3.92,4.68,0,0,999,sa743088
Caleb Cotham,,0,0,4.67,0,1,0,1,1,1,0,1,0,1.43,7.56,3.57,4.68,0,0,999,10075
Luke Farrell,Rangers,0,0,4.59,0,10,0,10,9,5,2,10,5,1.39,9.21,4.15,4.68,0,0.1,999,15101
Yeison Medina,Cardinals,0,0,4.5,0,1,0,1,1,1,0,1,1,1.54,7.19,4.71,4.68,0,-0.1,999,sa736868
Martin Perez,Twins,7,7,4.71,19,29,0,119,134,62,15,78,41,1.47,5.89,3.13,4.68,0.9,0.7,999,6902
Carter Capps,,0,0,4.62,0,1,0,1,1,1,0,1,0,1.43,7.95,3.95,4.68,0,0,999,12803
Jen-Ho Tseng,Cubs,0,0,4.68,2,0,0,1,1,1,0,1,0,1.41,6.91,3.21,4.68,0,0,999,15524
James Karinchak,Indians,0,0,4.51,0,1,0,1,1,1,0,1,1,1.49,9.6,5.39,4.68,0,0,999,sa915662
Dalier Hinojosa,,0,0,4.63,0,1,0,1,1,1,0,1,0,1.44,8.06,4.06,4.68,0,0,999,15671
David Martinez,,0,0,4.58,0,1,0,1,1,1,0,1,0,1.36,7.14,2.97,4.68,0,0,999,8893
Braulio Lara,Nationals,0,0,4.39,0,1,0,1,1,0,0,1,1,1.55,8.59,5.46,4.68,0,0,999,sa506176
Anyelo Gomez,Red Sox,0,0,4.6,0,1,0,1,1,1,0,1,0,1.43,8.12,4.17,4.69,0,0,999,sa737475
Jesus Pirela,Rangers,0,0,4.67,0,1,0,1,1,1,0,1,0,1.43,7.56,3.64,4.69,0,0,999,sa504880
Clayton Richard,Blue Jays,4,3,4.68,21,0,0,1,1,1,0,1,0,1.49,5.78,3.25,4.69,0,0,999,3551
Evan Kruczynski,Cardinals,0,0,4.58,0,0,0,1,1,1,0,1,0,1.42,6.75,3.3,4.69,0,0,999,sa3004341
Cody Palmquist,,0,0,4.58,0,1,0,1,1,1,0,1,0,1.41,7.77,3.69,4.69,0,0,999,sa829516
Chih-Wei Hu,Indians,2,2,4.59,2,22,0,29,30,15,5,24,9,1.32,7.5,2.81,4.69,0.1,0.1,999,16419
Konner Wade,,0,0,4.69,0,0,0,1,1,1,0,1,0,1.42,6.31,3,4.69,0,0,999,sa549985
Eric Ruth,,0,0,4.64,0,1,0,1,1,1,0,1,0,1.38,8.06,3.51,4.69,0,0,999,sa621786
Chris Hatcher,,0,0,4.63,0,1,0,1,1,1,0,1,0,1.42,8.03,3.81,4.69,0,0,999,3299
Taylor Clarke,Diamondbacks,1,1,4.71,3,0,0,1,1,1,0,1,0,1.37,7.63,3.2,4.69,0,0,999,sa874810
Kyle Dohy,Phillies,0,0,4.34,0,1,0,1,1,0,0,1,1,1.54,10.59,6.23,4.69,0,0,999,sa3004861
JoJo Romero,Phillies,0,0,4.52,0,0,0,1,1,1,0,1,0,1.45,7.59,3.94,4.69,0,0,999,sa917955
Michael Brady,,0,0,4.6,0,1,0,1,1,1,0,1,0,1.28,7.11,2.14,4.69,0,0,999,8461
Jerome Williams,Cardinals,0,0,4.72,0,1,0,1,1,1,0,1,0,1.4,5.83,2.49,4.69,0,-0.1,999,1137
Trey Cochran-Gill,Athletics,0,0,4.59,0,1,0,1,1,1,0,1,0,1.49,6.52,3.93,4.69,0,0,999,sa827389
Seth Maness,,0,0,4.69,0,1,0,1,1,1,0,1,0,1.43,5.8,2.73,4.69,0,0,999,12235
Justin Grimm,Indians,0,0,4.61,0,1,0,1,1,1,0,1,0,1.44,8.64,4.37,4.69,0,0,999,11720
Evan Phillips,Orioles,2,2,4.54,0,35,0,35,33,18,5,35,18,1.46,9.03,4.66,4.69,0,0,999,17734
Seth Rosin,,0,0,4.7,0,1,0,1,1,1,0,1,0,1.43,7.41,3.53,4.69,0,0,999,10606
Chris Withrow,,0,0,4.65,0,1,0,1,1,1,0,1,0,1.44,7.9,3.97,4.69,0,0,999,7161
Garrett Cleavinger,Phillies,0,0,4.38,0,1,0,1,1,0,0,1,1,1.5,9.09,5.23,4.69,0,0,999,sa827423
Mike Morin,Twins,0,0,4.56,0,1,0,1,1,1,0,1,0,1.35,7.2,2.88,4.69,0,0,999,13442
Kyle Bird,Rangers,2,2,4.48,0,40,0,40,38,20,5,38,20,1.46,8.59,4.54,4.69,0,0.2,999,sa829691
Brad Kuntz,Brewers,0,0,4.56,0,1,0,1,1,1,0,1,0,1.46,8.07,4.23,4.69,0,0,999,sa877529
Matt Purke,,0,0,4.43,0,1,0,1,1,0,0,1,1,1.55,8.16,5.23,4.69,0,0,999,12831
Alec Mills,Cubs,0,0,4.62,2,0,0,1,1,1,0,1,0,1.39,7.4,3.37,4.69,0,0,999,13834
Rayan Gonzalez,Rockies,1,1,4.84,0,15,0,15,15,8,2,13,7,1.51,8.09,4.26,4.7,0,0,999,sa455370
Rafael Martin,Nationals,0,0,4.52,0,1,0,1,1,1,0,1,0,1.35,8.36,3.56,4.7,0,0,999,10258
Josh Lindblom,,0,0,4.63,0,1,0,1,1,1,0,1,0,1.36,7.65,3.09,4.7,0,0,999,7882
Kyle Winkler,,0,0,4.61,0,1,0,1,1,1,0,1,0,1.47,8.23,4.39,4.7,0,0,999,sa526575
Kevin Herget,Cardinals,0,0,4.69,0,0,0,1,1,1,0,1,0,1.36,7.24,2.88,4.7,0,0,999,sa738986
Andrew Barbosa,,0,0,4.51,0,1,0,1,1,1,0,1,0,1.37,8.24,3.66,4.7,0,0,999,sa327830
Chris Perry,Cardinals,0,0,4.57,0,1,0,1,1,1,0,1,1,1.51,8.69,5.06,4.7,0,-0.1,999,sa658337
Kanekoa Texeira,Braves,0,0,4.68,0,0,0,1,1,1,0,1,0,1.46,6.6,3.5,4.7,0,0,999,334
Chris Capuano,,0,0,4.53,0,1,0,1,1,1,0,1,0,1.46,8.06,4.27,4.7,0,0,999,1701
Nick Sarianides,,0,0,4.64,0,1,0,1,1,1,0,1,0,1.46,8.2,4.25,4.7,0,0,999,sa502369
Garrett Nuss,Angels,0,0,4.47,0,1,0,1,1,0,0,1,0,1.42,7.33,3.8,4.7,0,0,999,sa599500
Patrick Sandoval,Angels,0,0,4.41,0,0,0,1,1,0,0,1,0,1.38,7.63,3.66,4.7,0,0,999,sa875337
Bud Jeter,Diamondbacks,0,0,4.69,0,1,0,1,1,1,0,1,1,1.46,8.72,4.55,4.7,0,0,999,sa738369
Javy Guerra,Blue Jays,0,0,4.67,0,1,0,1,1,1,0,1,0,1.44,7.66,3.85,4.7,0,0,999,7407
Patrick Schuster,,0,0,4.52,0,1,0,1,1,1,0,1,0,1.47,7.48,4.16,4.7,0,0,999,10029
Rex Brothers,Yankees,0,0,4.38,0,1,0,1,1,0,0,1,1,1.51,10.41,5.83,4.7,0,0,999,9794
David Hurlbut,,0,0,4.57,0,0,0,1,1,1,0,1,0,1.39,6.08,2.76,4.7,0,0,999,sa503067
Dana Eveland,,0,0,4.57,0,1,0,1,1,1,0,1,0,1.48,7.13,4.04,4.7,0,0,999,5508
Matt Thornton,,0,0,4.56,0,1,0,1,1,1,0,1,0,1.44,6.3,3.34,4.7,0,0,999,1918
Bryan Mitchell,Padres,2,3,4.65,5,20,0,42,45,22,5,31,18,1.49,6.54,3.88,4.7,0.1,-0.1,594,11479
Kurt Spomer,,0,0,4.59,0,1,0,1,1,1,0,1,0,1.47,6.46,3.71,4.7,0,0,999,sa659458
Jordan Montgomery,Yankees,1,1,4.57,5,0,0,1,1,1,0,1,0,1.37,7.95,3.29,4.7,0,0,597.7,16511
Doug Fister,,0,0,4.72,0,0,0,1,1,1,0,1,0,1.43,6.44,3.05,4.7,0,0,999,9425
Sterling Sharp,Nationals,0,0,4.66,0,0,0,1,1,1,0,1,0,1.49,5.76,3.43,4.71,0,0,999,sa738458
Thomas Lee,,0,0,4.69,0,1,0,1,1,1,0,1,0,1.42,7.23,3.38,4.71,0,0,999,sa659442
Matt West,Tigers,0,0,4.77,0,1,0,1,1,1,0,1,0,1.42,7.47,3.37,4.71,0,0,999,7980
Cal Quantrill,Padres,2,1,4.62,8,0,0,1,1,1,0,1,0,1.4,6.77,3.22,4.71,0,0,999,sa738477
Tyler Watson,,0,0,4.52,0,1,0,1,1,1,0,1,0,1.45,7.36,3.9,4.71,0,0,999,sa659063
Andres Machado,Royals,0,0,4.59,0,1,0,1,1,1,0,1,0,1.4,7.25,3.53,4.71,0,0,999,14681
Brandon Cumpton,,0,0,4.67,0,1,0,1,1,1,0,1,0,1.46,6.63,3.53,4.71,0,0,999,11366
Adam Bray,Twins,0,0,4.66,0,1,0,1,1,1,0,1,0,1.34,7.26,2.74,4.71,0,0,999,sa876116
Bobby Korecky,,0,0,4.66,0,1,0,1,1,1,0,1,0,1.45,6.89,3.52,4.71,0,0,999,4608
Jason Frasor,,0,0,4.71,0,1,0,1,1,1,0,1,0,1.5,7.46,4.22,4.71,0,0,999,1906
Tyler Cloyd,Rays,0,0,4.62,0,1,0,1,1,1,0,1,0,1.35,7.02,2.77,4.71,0,0,999,8536
Randall Delgado,,2,3,4.65,0,50,0,50,51,26,8,42,20,1.41,7.55,3.54,4.71,-0.1,-0.2,999,5985
Steve Johnson,,0,0,4.64,0,1,0,1,1,1,0,1,0,1.41,8.25,3.8,4.71,0,0,999,4053
Scooter Hightower,Pirates,0,0,4.82,0,1,0,1,1,1,0,1,0,1.37,7.29,2.75,4.71,0,-0.1,999,sa875703
Devin Burke,,0,0,4.71,0,0,0,1,1,1,0,1,0,1.4,6.57,2.91,4.71,0,0,999,sa577812
Wil Browning,Blue Jays,0,0,4.66,0,1,0,1,1,1,0,1,0,1.46,8.13,4.3,4.71,0,0,999,sa657837
Sam Street,,0,0,4.62,0,1,0,1,1,1,0,1,0,1.45,6.87,3.62,4.71,0,0,999,sa829233
Locke St. John,Rangers,0,0,4.51,0,1,0,1,1,1,0,1,0,1.47,7.91,4.32,4.71,0,0,999,sa829610
Tayler Scott,Mariners,0,0,4.56,0,1,0,1,1,1,0,1,1,1.5,7.69,4.52,4.71,0,-0.1,999,sa597840
Shane McCain,,0,0,4.55,0,1,0,1,1,1,0,1,0,1.41,7.41,3.55,4.71,0,0,999,sa829919
Warwick Saupold,,0,0,4.67,0,1,0,1,1,1,0,1,0,1.45,6.68,3.41,4.71,0,0,999,13211
Jerry Blevins,Athletics,1,1,4.51,0,25,0,25,24,13,4,23,11,1.41,8.23,4.05,4.71,0,0,999,7841
Tejay Antone,Reds,0,0,4.72,0,0,0,1,1,1,0,1,0,1.43,6.64,3.2,4.71,0,0,999,sa658534
Gabriel Ynoa,Orioles,1,1,4.68,0,20,0,20,21,10,3,15,5,1.35,6.93,2.47,4.71,0,0,999,12938
Greg Belton,,0,0,4.62,0,1,0,1,1,1,0,1,0,1.43,8.12,4.03,4.71,0,0,999,sa918623
Scott Feldman,,0,0,4.85,0,0,0,1,1,1,0,1,0,1.42,6.36,2.83,4.71,0,0,999,6283
Matt Magill,Twins,2,2,4.68,0,40,0,40,39,21,6,37,17,1.4,8.36,3.79,4.71,0,0,999,3950
Tristan Archer,Brewers,0,0,4.71,0,1,0,1,1,1,0,1,0,1.4,7.56,3.26,4.71,0,0,999,sa503277
Jacob Turner,,0,0,4.71,0,1,0,1,1,1,0,1,0,1.45,7.03,3.59,4.71,0,0,999,10185
Kyle Bartsch,Royals,0,0,4.54,0,1,0,1,1,1,0,1,0,1.45,6.99,3.83,4.71,0,0,999,sa737840
Robbie Aviles,,0,0,4.64,0,1,0,1,1,1,0,1,0,1.45,6.75,3.52,4.72,0,0,999,sa548357
David Bednar,Padres,0,0,4.5,0,1,0,1,1,1,0,1,1,1.5,8.64,5.11,4.72,0,-0.1,999,sa915715
Kyle Schepel,,0,0,4.63,0,1,0,1,1,1,0,1,0,1.45,8.55,4.44,4.72,0,0,999,sa731235
Aaron Northcraft,Mariners,0,0,4.71,0,0,0,1,1,1,0,1,0,1.42,7.11,3.32,4.72,0,0,999,sa501597
Mason Melotakis,,0,0,4.52,0,1,0,1,1,1,0,1,0,1.48,7.7,4.35,4.72,0,0,999,sa621016
Gonzalo Sanudo,Astros,0,0,4.68,0,1,0,1,1,1,0,1,0,1.43,7.95,3.87,4.72,0,0,999,sa601493
Jeff Francis,,0,0,4.63,0,1,0,1,1,1,0,1,0,1.45,7.23,3.74,4.72,0,0,999,4684
John Schreiber,Tigers,0,0,4.71,0,1,0,1,1,1,0,1,0,1.44,7.69,3.75,4.72,0,0,999,sa918315
Cody Hall,,0,0,4.63,0,1,0,1,1,1,0,1,1,1.47,8.34,4.51,4.72,0,0,999,12232
Evan Mitchell,,0,0,4.64,0,1,0,1,1,1,0,1,0,1.5,7.09,4.12,4.72,0,0,999,sa708969
Tom Windle,Phillies,0,0,4.41,0,1,0,1,1,0,0,1,1,1.48,8.32,4.65,4.72,0,0,999,sa549785
Josh Lowey,,0,0,4.65,0,0,0,1,1,1,0,1,0,1.45,6.96,3.7,4.72,0,0,999,sa560990
Bryan Morris,,0,0,4.6,0,1,0,1,1,1,0,1,0,1.51,6.6,3.96,4.72,0,0,999,10234
Fernando Salas,,0,0,4.7,0,1,0,1,1,1,0,1,0,1.39,7.39,3.22,4.72,0,0,999,4971
David Richardson,Orioles,0,0,4.65,0,1,0,1,1,1,0,1,0,1.47,7.85,4.05,4.72,0,0,999,sa549266
Luke Eubank,Indians,0,0,4.6,0,1,0,1,1,1,0,1,0,1.47,7.77,4.23,4.72,0,0,999,sa829342
Logan Taylor,,0,0,4.65,0,1,0,1,1,1,0,1,0,1.51,7.49,4.42,4.72,0,0,999,sa658168
Tim Shibuya,,0,0,4.73,0,0,0,1,1,1,0,1,0,1.4,5.91,2.6,4.72,0,0,999,sa580380
Carlos Fisher,,0,0,4.61,0,1,0,1,1,1,0,1,1,1.51,8.18,4.82,4.72,0,0,999,9832
Daniel Castano,Marlins,0,0,4.57,0,0,0,1,1,1,0,1,0,1.49,5.52,3.51,4.72,0,0,999,sa873271
John Walter,Cardinals,0,0,4.76,0,0,0,1,1,1,0,1,0,1.46,6.38,3.33,4.72,0,0,999,sa658678
Andrew Bailey,,0,0,4.69,0,1,0,1,1,1,0,1,0,1.41,7.66,3.55,4.72,0,0,999,1368
Tyson Perez,Astros,0,0,4.69,0,1,0,1,1,1,0,1,0,1.41,7.25,3.31,4.72,0,0,999,sa598434
Albert Minnis,Astros,0,0,4.55,0,1,0,1,1,1,0,1,0,1.49,7.3,4.14,4.73,0,0,999,sa549930
Frank Herrmann,,0,0,4.7,0,1,0,1,1,1,0,1,0,1.37,8,3.27,4.73,0,0,999,7960
Clay Buchholz,,5,5,4.73,28,0,0,1,1,1,0,1,0,1.39,6.75,2.9,4.73,0,0,535.8,3543
Julian Merryweather,Blue Jays,1,1,4.8,3,0,0,1,1,1,0,1,0,1.37,7.15,2.91,4.73,0,0,999,sa829363
